Meal,Category,Area,Instructions,MealThumb,Source,Ingredients
Brown Stew Chicken,Chicken,Jamaican,"Squeeze lime over chicken and rub well. Drain off excess lime juice.
Combine tomato, scallion, onion, garlic, pepper, thyme, pimento and soy sauce in a large bowl with the chicken pieces. Cover and marinate at least one hour.
Heat oil in a dutch pot or large saucepan. Shake off the seasonings as you remove each piece of chicken from the marinade. Reserve the marinade for sauce.
Lightly brown the chicken a few pieces at a time in very hot oil. Place browned chicken pieces on a plate to rest while you brown the remaining pieces.
Drain off excess oil and return the chicken to the pan. Pour the marinade over the chicken and add the carrots. Stir and cook over medium heat for 10 minutes.
Mix flour and coconut milk and add to stew, stirring constantly. Turn heat down to minimum and cook another 20 minutes or until tender.",https://www.themealdb.com/images/media/meals/sypxpx1515365095.jpg,http://www.geniuskitchen.com/recipe/authentic-jamaican-brown-stew-chicken-347996,"1 whole Chicken, 1 chopped Tomato, 2 chopped Onions, 2 chopped Garlic Clove, 1 chopped Red Pepper, 1 chopped Carrots, 1 Lime, 2 tsp Thyme, 1 tsp  Allspice, 2 tbs Soy Sauce, 2 tsp Cornstarch, 2 cups  Coconut Milk, 1 tbs Vegetable Oil,  ,  ,  ,  ,  ,  ,  "
Red Peas Soup,Beef,Jamaican,"Wash and rinse the dried kidney beans.. then cover with water in a deep bowl. Remember as they soak they will expand to at least triple the size they were originally so add a lot of water to the bowl. Soak them overnight or for at least 2 hrs to make the cooking step go quicker. I tossed out the water they were soaked in after it did the job.

Have your butcher cut the salted pigtail into 2 inch pieces as it will be very difficult to cut with an ordinary kitchen knife. Wash, then place a deep pot with water and bring to a boil. Cook for 20 minutes, then drain + rinse and repeat (boil again in water). The goal is to make the pieces of pig tails tender and to remove most of the salt it was cured in.

Time to start the soup. Place everything in the pot (except the flour and potato), then cover with water and place on a high flame to bring to a boil. As it comes to a boil, skim off any scum/froth at the top and discard. Reduce the heat to a gentle boil and allow it to cook for 1 hr and 15 mins.. basically until the beans are tender and start falling apart.

It’s now time to add the potato (and Yams etc if you’re adding it) as well as the coconut milk and continue cooking for 15 minutes.

Now is a good time to start making the basic dough for the spinner dumplings. Mix the flour and water (add a pinch of salt if you want) until you have a soft/smooth dough. allow it to rest for 5 minutes, then pinch of a tablespoon at a time and roll between your hands to form a cigarette shape.

Add them to the pot, stir well and continue cooking for another 15 minutes on a rolling boil.

You’ll notice that I didn’t add any salt to the pot as the remaining salt from the salted pigtails will be enough to properly season this dish. However you can taste and adjust accordingly. Lets recap the timing part of things so you’re not confused. Cook the base of the soup for 1 hr and 15 minute or until tender, then add the potatoes and cook for 15 minutes, then add the dumplings and cook for a further 15 minutes. Keep in mind that this soup will thicken quite a bit as it cools.

While this is not a traditional recipe to any one specific island, versions of this soup (sometimes called stewed peas) can be found throughout the Caribbean, Latin America and Africa. A hearty bowl of this soup will surely give you the sleepies (some may call it ethnic fatigue). You can certainly freeze the leftovers and heat it up another day.",https://www.themealdb.com/images/media/meals/sqpqtp1515365614.jpg,http://caribbeanpot.com/caribbean-red-peas-soup/,"2 cups  Kidney Beans, 1 large Carrots, 2 chopped Spring Onions, 4 sprigs Thyme, 1 Diced Onion, 1/2 tsp Black Pepper, 2 chopped Red Pepper, 4 Mashed Garlic Clove, 1 tbs Allspice, 2 Lbs Beef, 2L Water, 4 Potatoes, 1 cup  Plain Flour, 1/4 cup Water, 1 cup  Coconut Milk,  ,  ,  ,  ,  "
Roast fennel and aubergine paella,Vegan,Spanish,"1 Put the fennel, aubergine, pepper and courgette in a roasting tray. Add a glug of olive oil, season with salt and pepper and toss around to coat the veggies in the oil. Roast in the oven for 20 minutes, turning a couple of times until the veg are pretty much cooked through and turning golden.

2 Meanwhile, heat a paella pan or large frying pan over a low– medium heat and add a glug of olive oil. Sauté the onion for 8–10 minutes until softened. Increase the heat to medium and stir in the rice, paprika and saffron. Cook for around 1 minute to start toasting the rice, then add the white wine. Reduce by about half before stirring in two-thirds of the stock. Reduce to a simmer and cook for 10 minutes without a lid, stirring a couple of times.

3 Stir in the peas, add some seasoning, then gently mix in the roasted veg. Pour over the remaining stock, arrange the lemon wedges on top and cover with a lid or some aluminium foil. Cook for a further 10 minutes.

4 To ensure you get the classic layer of toasted rice at the bottom of the pan, increase the heat to high until you hear a slight crackle. Remove from the heat and sit for 5 minutes before sprinkling over the parsley and serving.",https://www.themealdb.com/images/media/meals/1520081754.jpg,https://www.homestylemag.co.uk/recipe/517/main-courses/roast-fennel-and-aubergine-paella,"6 small Baby Aubergine, 4 small Fennel, 1 thinly sliced Red Pepper, 1 medium Courgettes, 1 finely chopped  Onion, 300g Paella Rice, 1 tsp  Paprika, pinch Saffron, 200ml White Wine, 700ml Vegetable Stock, 100g  Frozen Peas, 1 chopped Lemon, Handful Parsley, pinch Salt, pinch Black Pepper,  ,  ,  ,  ,  "
Oxtail with broad beans,Beef,Jamaican,"Toss the oxtail with the onion, spring onion, garlic, ginger, chilli, soy sauce, thyme, salt and pepper. Heat the vegetable oil in a large frying pan over medium-high heat. Brown the oxtail in the pan until browned all over, about 10 minutes. Place into a pressure cooker, and pour in 375ml water. Cook at pressure for 25 minutes, then remove from heat, and remove the lid according to manufacturer's directions.
Add the broad beans and pimento berries, and bring to a simmer over medium-high heat. Dissolve the cornflour in 2 tablespoons water, and stir into the simmering oxtail. Cook and stir a few minutes until the sauce has thickened, and the broad beans are tender.",https://www.themealdb.com/images/media/meals/1520083578.jpg,http://allrecipes.co.uk/recipe/5392/jamaican-oxtail-with-broad-beans.aspx,"450g Oxtail, 1 chopped Onion, 1 Spring Onions, 2 cloves minced Garlic, 1 tsp  Ginger, 1 chopped Scotch Bonnet, 2 tbs Soy Sauce, 1 chopped Fresh Thyme, 2 tbs Vegetable Oil, 350ml Water, 200g Broad Beans, 1 tbs Corn Flour, 2 tbs Water,  ,  ,  ,  ,  ,  ,  "
Escovitch Fish,Seafood,Jamaican,"Rinse fish; rub with lemon or lime, seasoned with salt and pepper or use your favorite seasoning. I used creole seasoning. Set aside or place in the oven to keep it warm until sauce is ready.

In large skillet heat oil over medium heat, until hot, add the fish, cook each side- for about 5-7 minutes until cooked through and crispy on both sides. Remove fish and set aside. Drain oil and leave about 2-3 tablespoons of oil
Add, bay leave, garlic and ginger, stir-fry for about a minute making sure the garlic does not burn
Then add onion, bell peppers, thyme, scotch bonnet, sugar, all spice-continue stirring for about 2-3 minutes. Add vinegar, mix an adjust salt and pepper according to preference. Let it simmer for about 2 more minutes. 

Discard bay leave, thyme spring and serve over fish with a side of this bammy. You may make the sauce about 2 days in advance.",https://www.themealdb.com/images/media/meals/1520084413.jpg,https://www.africanbites.com/jamaican-escovitched-fish/,"2 Pounds Red Snapper, 1/2 cup  Vegetable Oil, 1 clove peeled crushed Garlic, 1/2 tsp Ginger, 2 sprigs Thyme, 1 Bay Leaf, 0.5 Red Pepper, 0.5 Yellow Pepper, 1 sliced Onion, 1 chopped Carrots, 1 tbs Sugar, 1/2 tsp Allspice, 1 tsp  Worcestershire Sauce, 1 Scotch Bonnet, 1 Lime, 3/4 cup  Malt Vinegar, pinch Pepper,  ,  ,  "
Kung Pao Chicken,Chicken,Chinese,"Combine the sake or rice wine, soy sauce, sesame oil and cornflour dissolved in water. Divide mixture in half.
In a glass dish or bowl, combine half of the sake mixture with the chicken pieces and toss to coat. Cover dish and place in refrigerator for about 30 minutes.
In a medium frying pan, combine remaining sake mixture, chillies, vinegar and sugar. Mix together and add spring onion, garlic, water chestnuts and peanuts. Heat sauce slowly over medium heat until aromatic.
Meanwhile, remove chicken from marinade and sauté in a large frying pan until juices run clear. When sauce is aromatic, add sautéed chicken and let simmer together until sauce thickens.",https://www.themealdb.com/images/media/meals/1525872624.jpg,http://allrecipes.co.uk/recipe/1773/kung-pao-chicken.aspx,"2 tbs Sake, 2 tbs Soy Sauce, 2 tbs Sesame Seed Oil, 2 tbs Corn Flour, 2 tbs Water, 500g Chicken, 1 tbs Chilli Powder, 1 tsp  Rice Vinegar, 1 tbs Brown Sugar, 4 Chopped Spring Onions, 6 cloves Garlic Clove, 220g Water Chestnut, 100g  Peanuts,  ,  ,  ,  ,  ,  ,  "
Kung Po Prawns,Seafood,Chinese,"Mix the cornflour and 1 tbsp soy sauce, toss in the prawns and set aside for 10 mins. Stir the vinegar, remaining soy sauce, tomato purée, sugar and 2 tbsp water together to make a sauce.

When you’re ready to cook, heat a large frying pan or wok until very hot, then add 1 tbsp oil. Fry the prawns until they are golden in places and have opened out– then tip them out of the pan.

Heat the remaining oil and add the peanuts, chillies and water chestnuts. Stir-fry for 2 mins or until the peanuts start to colour, then add the ginger and garlic and fry for 1 more min. Tip in the prawns and sauce and simmer for 2 mins until thickened slightly. Serve with rice.",https://www.themealdb.com/images/media/meals/1525873040.jpg,https://www.bbcgoodfood.com/recipes/1415664/kung-po-prawns,"400g Prawns, 2 tbs Soy Sauce, 1 tsp  Tomato Puree, 1 tsp  Corn Flour, 1 tsp  Caster Sugar, 1 tsp  Sunflower Oil, 85g Peanuts, 3 Large Chilli, 1 tbs Brown Sugar, 6 cloves Garlic Clove, 450g Water Chestnut, to taste Ginger,  ,  ,  ,  ,  ,  ,  ,  "
Ma Po Tofu,Beef,Chinese,"Add a small pinch of salt and sesame oil to minced beef. Mix well and set aside.
Mix 1 tablespoon of cornstarch with 2 and ½ tablespoons of water in a small bowl to make water starch.
Cut tofu into square cubes (around 2cms). Bring a large amount of water to a boil and then add a pinch of salt. Slide the tofu in and cook for 1 minute. Move out and drain.
Get a wok and heat up around 2 tablespoons of oil, fry the minced meat until crispy. Transfer out beef out and leave the oil in.
Fry doubanjiang for 1 minute over slow fire and then add garlic, scallion white, ginger and fermented black beans to cook for 30 seconds until aroma. Then mix pepper flakes in.
Add water to the seasonings and bring to boil over high fire. Gently slide the tofu cubes. Add light soy sauce and beef.Slow the heat after boiling and then simmer for 6-8 minutes. Then add chopped garlic greens.
Stir the water starch and then pour half of the mixture to the simmering pot. Wait for around 30 seconds and then pour the other half. You can slightly taste the tofu and add pinch of salt if not salty enough. By the way, if you feel it is too spicy, add some sugar can milder the taste. But be carefully as the broth is very hot at this point.
Transfer out when almost all the seasonings stick to tofu cubes. Sprinkle Szechuan peppercorn powder (to taste)and chopped garlic greens if using.
Serve immediately with steamed rice.",https://www.themealdb.com/images/media/meals/1525874812.jpg,https://www.chinasichuanfood.com/mapo-tofu-recipe/,"450g Tofu, 100g  Minced Beef, 1/2 tbs Sesame Seed Oil, 1 1/2 tsp  Doubanjiang, 1/2 tsp Fermented Black Beans, 1 tbs Pepper, 1/2 tsp Salt, 1/2 tsp Sichuan pepper, 1 tbs Soy Sauce, 400ml Water, 2 tbs Olive Oil, 2 chopped Scallions, 4 Spring Onions, 2 cloves chopped Garlic, 4 sliced Ginger, 2 1/2 tbs Water, 1 tbs Cornstarch,  ,  ,  "
Wontons,Pork,Chinese,"Combine pork, garlic, ginger, soy sauce, sesame oil, and vegetables in a bowl.
Separate wonton skins.
Place a heaping teaspoon of filling in the center of the wonton.
Brush water on 2 borders of the skin, covering 1/4 inch from the edge.
Fold skin over to form a triangle, sealing edges.
Pinch the two long outside points together.
Heat oil to 450 degrees and fry 4 to 5 at a time until golden.
Drain and serve with sauce.",https://www.themealdb.com/images/media/meals/1525876468.jpg,http://www.geniuskitchen.com/recipe/chinese-wontons-20235,"1lb Pork, 3 chopped Garlic Clove, 1 tsp  Ginger, 1 tbs Soy Sauce, 1 tsp  Sesame Seed Oil, 3 finely chopped Carrots, 3 finely chopped Celery, 6 chopped Spring Onions, 1 Packet Wonton Skin, Fry Oil, Bottle Water,  ,  ,  ,  ,  ,  ,  ,  ,  "
Sweet and Sour Pork,Pork,Chinese,"Preparation
1. Crack the egg into a bowl. Separate the egg white and yolk.

Sweet and Sour Pork
2. Slice the pork tenderloin into strips.

3. Prepare the marinade using a pinch of salt, one teaspoon of starch, two teaspoons of light soy sauce, and an egg white.

4. Marinade the pork strips for about 20 minutes.

5. Put the remaining starch in a bowl. Add some water and vinegar to make a starchy sauce.

Sweet and Sour Pork
Cooking Instructions
1. Pour the cooking oil into a wok and heat to 190°C (375°F). Add the marinated pork strips and fry them until they turn brown. Remove the cooked pork from the wok and place on a plate.

2. Leave some oil in the wok. Put the tomato sauce and white sugar into the wok, and heat until the oil and sauce are fully combined.

3. Add some water to the wok and thoroughly heat the sweet and sour sauce before adding the pork strips to it.

4. Pour in the starchy sauce. Stir-fry all the ingredients until the pork and sauce are thoroughly mixed together.

5. Serve on a plate and add some coriander for decoration.",https://www.themealdb.com/images/media/meals/1529442316.jpg,https://www.chinahighlights.com/travelguide/chinese-food/cooking/sweet-sour-pork.htm,"200g Pork, 1 Egg, Dash Water, 1/2 tsp Salt, 1 tsp  Sugar, 10g Soy Sauce, 10g Starch, 30g Tomato Puree, 10g Vinegar, Dash Coriander,  ,  ,  ,  ,  ,  ,  ,  ,  ,  "
