Meal,Category,Area,Instructions,MealThumb,Source,Ingredients
Broccoli and Chicken Stir-Fry,Asian,Asian,"Stir soy sauce, brown sugar, ginger, and red pepper flakes together in a bowl to dissolve sugar into the liquid. Mix water and cornstarch together in a small bowl; stir with a whisk until cornstarch dissolves completely.; Heat oil in a large skillet over high heat. Fry chicken and onion in hot oil until the chicken is no longer pink in the center and the onion is tender, 5 to 7 minutes. Stir broccoli with the chicken and onion; saute until the broccoli is hot, about 5 minutes. Push the chicken and vegetables mixture to the side of the skillet.; Pour the soy sauce mixture into the vacant part of the skillet. Stir the cornstarch slurry into the soy sauce mixture until the color is consistent. Move the chicken and vegetables back into the center to the pan; saute until the sauce thickens and coats the chicken and vegetables, about 5 minutes more.; ; ",https://images.media-allrecipes.com/userphotos/560x315/1927967.jpg,https://www.allrecipes.com/recipe/240708/broccoli-and-chicken-stir-fry/,"2/3 cup soy sauce; 1/4 cup brown sugar; 1/2 teaspoon ground ginger; 1 pinch red pepper flakes, or to taste; 2 tablespoons water; 2 tablespoons cornstarch; 2 teaspoons vegetable oil, or to taste; 3 skinless, boneless chicken breast halves, cut into chunks; 1 onion, sliced; 3 cups broccoli florets; "
Perfect Sushi Rice,Appetizers and Snacks,Asian,"Rinse the rice in a strainer or colander until the water runs clear. Combine with water in a medium saucepan. Bring to a boil, then reduce the heat to low, cover and cook for 20 minutes. Rice should be tender and water should be absorbed. Cool until cool enough to handle.; In a small saucepan, combine the rice vinegar, oil, sugar and salt. Cook over medium heat until the sugar dissolves. Cool, then stir into the cooked rice. When you pour this in to the rice it will seem very wet. Keep stirring and the rice will dry as it cools.; ; ",https://images.media-allrecipes.com/userphotos/560x315/4481449.jpg,https://www.allrecipes.com/recipe/99211/perfect-sushi-rice/,2 cups uncooked glutinous white rice (sushi rice); 3 cups water; 1/2 cup rice vinegar; 1 tablespoon vegetable oil; 1/4 cup white sugar; 1 teaspoon salt; 
"Super-Simple, Super-Spicy Mongolian Beef",Chinese,Asian,"Whisk together soy sauce, hoisin sauce, sesame oil, sugar, garlic, and red pepper flakes in a bowl. Toss beef with marinade, cover, and refrigerate 1 hour to overnight.; Heat peanut oil in a wok or large, nonstick skillet over high heat. Add the green onions, and cook for 5 to 10 seconds before stirring in the beef. Cook and stir until the beef is no longer pink and is beginning to brown, about 5 minutes.; ; ",https://images.media-allrecipes.com/userphotos/560x315/385999.jpg,https://www.allrecipes.com/recipe/148831/super-simple-super-spicy-mongolian-beef/,"1/4 cup soy sauce; 1 tablespoon hoisin sauce; 1 tablespoon sesame oil; 2 teaspoons white sugar; 1 tablespoon minced garlic; 1 tablespoon red pepper flakes (optional); 1 pound beef flank steak, thinly sliced; 1 tablespoon peanut oil; 2 large green onions, thinly sliced; "
Grilled Peanut Chicken,Asian,Asian,"Preheat grill for high heat.; In a bowl, mix the peanut butter, lime juice, soy sauce, garlic, curry powder, and cayenne pepper.; Lightly oil the grill grate. Place chicken on grate, and brush with 1/2 the sauce. Grill 6 to 8 minutes. Turn chicken, and brush with remaining sauce. Continue grilling 6 to 8 minutes, until chicken juices run clear.; ; ",https://images.media-allrecipes.com/userphotos/560x315/39170.jpg,https://www.allrecipes.com/recipe/81310/grilled-peanut-chicken/,"2 tablespoons reduced fat peanut butter; 1 tablespoon fresh lime juice; 2 teaspoons soy sauce; 1 clove garlic, chopped; 1/3 teaspoon curry powder; 1 dash ground cayenne pepper; 4 skinless, boneless chicken breast halves; "
Quick and Easy Pancit,Filipino,Asian,"Place the rice noodles in a large bowl, and cover with warm water. When soft, drain, and set aside.; Heat oil in a wok or large skillet over medium heat. Saute onion and garlic until soft. Stir in chicken cabbage, carrots and soy sauce. Cook until cabbage begins to soften. Toss in noodles, and cook until heated through, stirring constantly. Transfer pancit to a serving dish and garnish with quartered lemons.; ; ",https://images.media-allrecipes.com/userphotos/560x315/5886739.jpg,https://www.allrecipes.com/recipe/47015/quick-and-easy-pancit/,"1 (12 ounce) package dried rice noodles; 1 teaspoon vegetable oil; 1 onion, finely diced; 3 cloves garlic, minced; 2 cups diced cooked chicken breast meat; 1 small head cabbage, thinly sliced; 4 carrot, thinly sliced; 1/4 cup soy sauce; 2 lemons - cut into wedges, for garnish; "
Thai Chicken with Basil Stir Fry,Thai,Asian,"Bring rice and water to a boil in a pot. Cover, reduce heat to low, and simmer 20 minutes.; In a bowl, mix the coconut milk, soy sauce, rice wine vinegar, fish sauce, and red pepper flakes.; In a skillet or wok, heat the oil over medium-high heat. Stir in the onion, ginger, and garlic, and cook until lightly browned. Mix in chicken strips, and cook about 3 minutes, until browned. Stir in the coconut milk sauce. Continue cooking until sauce is reduced be about 1/3. Mix in mushrooms, green onions, and basil, and cook until heated through. Serve over the cooked rice.; ; ",https://images.media-allrecipes.com/userphotos/560x315/2677.jpg,https://www.allrecipes.com/recipe/35892/thai-chicken-with-basil-stir-fry/,"2 cups uncooked jasmine rice; 1 quart water; 3/4 cup coconut milk; 3 tablespoons soy sauce; 3 tablespoons rice wine vinegar; 1 1/2 tablespoons fish sauce; 3/4 teaspoon red pepper flakes; 1 tablespoon olive oil; 1 medium onion, sliced; 2 tablespoons fresh ginger root, minced; 3 cloves garlic, minced; 2 pounds skinless, boneless chicken breast halves - cut into 1/2 inch strips; 3 shiitake mushrooms, sliced; 5 green onions, chopped; 1 1/2 cups chopped fresh basil leaves; "
Asian Tuna Patties,Asian,Asian,"In a large bowl, mix tuna, egg, bread crumbs, green onions, and garlic. Blend soy sauce, teriyaki sauce, ketchup, sesame oil, and pepper into the mixture. Form the mixture into about 6 patties approximately 1 inch thick. Lightly sprinkle each patty on all sides with cornmeal.; Heat oil in a medium skillet over medium heat. Fry each patty about 5 minutes on each side, until golden brown.; ; ",https://images.media-allrecipes.com/userphotos/560x315/1110547.jpg,https://www.allrecipes.com/recipe/44816/asian-tuna-patties/,"2 (5 ounce) cans tuna, drained and flaked; 1 egg, beaten; 3/4 cup dry bread crumbs; 3 green onions, minced; 1 clove garlic, peeled and minced; 1 tablespoon soy sauce; 1 tablespoon teriyaki sauce; 1 tablespoon ketchup; 1 teaspoon sesame oil; 1 teaspoon black pepper; 1/2 cup cornmeal; 2 tablespoons vegetable oil; "
Washabinaros Chili,Pork Chili,Asian,"Place 2 tablespoons of oil in a large pot and place the pot over medium heat.  Cook and stir the onions, garlic, beef and sausage until meats are browned.  Pour in the tomatoes, beer, coffee, tomato paste and broth.  Season with chili powder, cumin, sugar, oregano, cayenne, coriander, salt and wasabi.  Stir in one can of beans, bring to a boil, then reduce heat, cover and simmer.; In a large skillet over medium heat, heat remaining oil.  Cook Anaheim, serrano and habanero peppers in oil until just tender, 5 to 10 minutes.  Stir into the pot and simmer 2 hours.; Stir in remaining 2 cans of beans and cook 45 minutes more.; ; ",https://images.media-allrecipes.com/userphotos/250x250/511382.jpg,https://www.allrecipes.com/recipe/25711/washabinaros-chili/,"4 tablespoons vegetable oil, divided; 2 onions, chopped; 4 cloves garlic, minced; 1 pound ground beef; 3/4 pound spicy Italian sausage, casing removed; 1 (14.5 ounce) can peeled and diced tomatoes with juice; 1 (12 fluid ounce) can or bottle dark beer; 1 cup strong brewed coffee; 2 (6 ounce) cans tomato paste; 1 (14 ounce) can beef broth; 1/4 cup chili powder; 1 tablespoon ground cumin; 1/4 cup brown sugar; 1 teaspoon dried oregano; 1 teaspoon cayenne pepper; 1 teaspoon ground coriander; 1 teaspoon salt; 1 tablespoon wasabi paste; 3 (15 ounce) cans kidney beans; 2 Anaheim chile peppers, chopped; 1 serrano pepper, chopped; 1 habanero pepper, sliced; "
Sukhothai Pad Thai,Thai,Asian,"To prepare Pad Thai sauce: In a medium saucepan over medium heat, blend sugar, vinegar, soy sauce and tamarind pulp.; To make Pad Thai: Soak rice noodles in cold water until soft; drain. In a large skillet or wok over medium heat, warm oil and add garlic and eggs; scramble the eggs.  Add tofu and stir until well mixed; add noodles and stir until cooked.; Stir in Pad Thai sauce, 1 1/2 tablespoons sugar and 1 1/2 teaspoons salt.  Stir in peanuts and ground radish. Remove from heat and add chives and paprika.; Serve with lime and bean sprouts on the side.; ; ",https://images.media-allrecipes.com/userphotos/560x315/459698.jpg,https://www.allrecipes.com/recipe/19306/sukhothai-pad-thai/,"1/2 cup white sugar; 1/2 cup distilled white vinegar; 1/4 cup soy sauce; 2 tablespoons tamarind pulp; 1 (12 ounce) package dried rice noodles; 1/2 cup vegetable oil; 1 1/2 teaspoons minced garlic; 4 eggs; 1 (12 ounce) package firm tofu, cut into 1/2 inch strips; 1 1/2 tablespoons white sugar; 1 1/2 teaspoons salt; 1 1/2 cups ground peanuts; 1 1/2 teaspoons ground, dried oriental radish; 1/2 cup chopped fresh chives; 1 tablespoon paprika; 2 cups fresh bean sprouts; 1 lime, cut into wedges; "
Asian Salad,Vegetarian Pasta Salad,Asian,"In a medium skillet over low heat brown ramen noodles, almonds, and sesame seeds with melted butter or margarine. Once browned, take off heat and cool.; In a small saucepan bring vegetable oil, sugar, and vinegar to boil for 1 minute. Cool. Add soy sauce.; In a large bowl, combine shredded napa cabbage and chopped green onions. Add the noodle and soy sauce mixture. Toss to coat. Serve.; ; ",https://images.media-allrecipes.com/userphotos/560x315/1655196.jpg,https://www.allrecipes.com/recipe/11925/asian-salad/,"2 (3 ounce) packages ramen noodles, crushed; 1 cup blanched slivered almonds; 2 teaspoons sesame seeds; 1/2 cup butter, melted; 1 head napa cabbage, shredded; 1 bunch green onions, chopped; 3/4 cup vegetable oil; 1/4 cup distilled white vinegar; 1/2 cup white sugar; 2 tablespoons soy sauce; "
Baked Sesame Chicken,Asian,Asian,"Preheat oven to 400 degrees F (200 degrees C).; Place soy sauce in a 9x13 inch baking dish. On a piece of wax paper, mix together the sesame seeds, flour, salt and pepper. Dip the chicken pieces in the soy sauce to coat, then dredge in the sesame seed mixture. Arrange in baking dish in a single layer, then drizzle with melted butter.; Bake at 400 degrees F (200 degrees C) for approximately 40 minutes, or until chicken is cooked through and tender and juices run clear. Baste with drippings once during cooking time. Garnish with extra sesame seeds if desired, and serve.; ; ",https://images.media-allrecipes.com/userphotos/560x315/2187003.jpg,https://www.allrecipes.com/recipe/19126/baked-sesame-chicken/,"2 tablespoons soy sauce; 1/4 cup toasted sesame seeds; 2 tablespoons all-purpose flour; 1/4 teaspoon salt; 1 pinch ground black pepper; 4 skinless, boneless chicken breast halves; 2 tablespoons butter, melted; "
Chinese Cabbage Salad I,No Mayo,Asian,"In a preheated 350 degree F oven (175 degree C), toast the crushed noodles and nuts until golden brown.; In a large bowl, combine the coleslaw, green onions, toasted ramen noodles and cashews.; To prepare the dressing, whisk together the sugar, oil, vinegar and soy sauce. Pour the dressing over the salad, toss and serve.; ; ",https://images.media-allrecipes.com/userphotos/560x315/88657.jpg,https://www.allrecipes.com/recipe/14285/chinese-cabbage-salad-i/,"1 (3 ounce) package ramen noodles, crushed; 10 ounces cashew pieces; 1 (16 ounce) package shredded coleslaw mix; 1 bunch green onions, chopped; 1/2 cup white sugar; 1/2 cup vegetable oil; 1/4 cup cider vinegar; 1 tablespoon soy sauce; "
Easy Chicken Satay,Asian,Asian,"Stir together 1/2 cup coconut milk, garlic, 1 teaspoon curry powder, brown sugar, salt, and pepper until the sugar has dissolved. Toss marinade with the chicken, cover, and marinate for at least 2 hours.; Bring 1 cup coconut milk, 1 tablespoon curry powder, peanut butter, chicken stock, and 1/4 cup brown sugar to a simmer in a saucepan over medium-high heat. Simmer for 5 minutes, stirring constantly, until smooth and thickened. Remove from heat and stir in lime juice and soy sauce; season to taste with salt.; Preheat a grill for medium-high heat.; Thread marinated chicken onto skewers, then grill 4 to 5 minutes per side, or until cooked through. Serve with warm peanut sauce.; ; ",https://images.media-allrecipes.com/userphotos/560x315/569233.jpg,https://www.allrecipes.com/recipe/132929/easy-chicken-satay/,"1/2 cup coconut milk; 1 clove garlic, minced; 1 teaspoon curry powder; 1 1/2 teaspoons brown sugar; 1/2 teaspoon salt; 1/2 teaspoon ground black pepper; 3/4 pound skinless, boneless chicken breast halves - cut into 1 inch strips; 1 cup coconut milk; 1 tablespoon curry powder; 1/2 cup creamy peanut butter; 3/4 cup chicken stock; 1/4 cup brown sugar; 2 tablespoons lime or lemon juice; 1 teaspoon soy sauce; Salt to taste; 10 (6 inch) wooden skewers, or as needed, soaked in water for 30 minutes; "
Mongolian Beef from the Slow Cooker,Asian,Asian,"Spread cornstarch into a wide, shallow bowl. Dredge flank steak in the cornstarch to coat completely; put into a large resealable plastic bag.; Stir water, soy sauce, brown sugar, carrots, green onions, olive oil, garlic, and ginger together in a bowl; pour into the bag with the beef and seal.; Put bag of marinating beef in the freezer until the day before you wish to prepare it.; Remove bag from freezer and put bag into a bowl and place in refrigerator to thaw, at least 24 hours before you wish to prepare the beef.; Empty bag into the crock of a slow cooker.; Cook on High until the beef is tender, 2 to 3 hours. Alternately, you can cook this on Low for 4 to 5 hours.; ; ",https://images.media-allrecipes.com/userphotos/560x315/2160152.jpg,https://www.allrecipes.com/recipe/241165/mongolian-beef-from-the-slow-cooker/,"1/4 cup cornstarch; 1 1/2 pounds beef flank steak; 3/4 cup water; 3/4 cup soy sauce; 3/4 cup brown sugar; 1/2 cup shredded carrots; 3 green onions, chopped; 2 tablespoons olive oil; 2 cloves garlic, minced; 1/2 teaspoon minced fresh ginger root; "
